timestamp,activity,member_id,origin,book_id1,book_id2,book_id3,book_id4,book_id5,subscription_type
2023-01-05 15:49:00,Borrow books,M855,Book,0130065,0133028,0121705,0143708,,
2023-01-05 09:46:01,Borrow books,M633,Book,0118765,0137195,0127550,0145205,0131894,
2023-01-05 11:25:49,Borrow books,M1033,Book,0136072,0145530,0119818,0127323,,
2023-01-05 15:53:24,Borrow books,M221,Book,011889,0127586,,,,
2023-01-05 09:00:17,Borrow books,M530,Book,0129135,0125032,01900,0144949,0132829,
2023-01-05 11:10:31,Borrow books,M195,Book,0128692,0129256,0112931,0116616,0133774,
2023-01-05 13:29:53,Borrow books,M1066,Book,018218,0125177,0138501,,,
2023-01-05 08:21:07,Borrow books,M092,Book,0113446,01929,0114567,0128881,,
2023-01-05 15:52:08,Borrow books,M996,Book,0115638,0116947,0125278,,,
2023-01-05 14:05:32,Borrow books,M033,Book,0129022,0113486,0115613,011265,0113206,
2023-01-05 13:37:35,Borrow books,M1018,Book,0129873,0141909,012965,0126511,,
2023-01-05 08:34:15,Borrow books,M046,Book,0116919,0142056,,,,
2023-01-05 15:09:35,Borrow books,M820,Book,0114870,0117150,0115931,0139501,0142694,
2023-01-05 16:27:34,Borrow books,M955,Book,0130122,0137186,,,,
2023-01-05 12:41:10,Borrow books,M788,Book,0112579,,,,,
2023-01-05 16:23:19,Borrow books,M518,Book,0128759,0129920,0113557,,,
2023-01-05 13:03:54,Borrow books,M374,Book,0121621,015404,0122226,0116568,,
2023-01-05 11:14:01,Borrow books,M539,Book,01865,,,,,
2023-01-06 08:59:15,Borrow books,M136,Book,0137861,01864,0134505,0119321,,
2023-01-06 14:56:52,Borrow books,M315,Book,0122626,015729,0144734,,,
2023-01-06 13:52:49,Borrow books,M006,Book,013826,0121122,,,,
2023-01-06 10:04:46,Borrow books,M161,Book,0128539,0115021,,,,
2023-01-06 11:57:17,Borrow books,M651,Book,0110170,0143171,0140219,0139876,,
2023-01-06 08:40:03,Borrow books,M359,Book,0131080,,,,,
2023-01-06 10:35:50,Borrow books,M382,Book,0122550,013087,,,,
2023-01-06 16:50:43,Borrow books,M290,Book,0136062,,,,,
2023-01-06 16:14:49,Borrow books,M981,Book,0112114,0117724,0139622,0113177,,
2023-01-06 15:35:05,Borrow books,M604,Book,015880,0119448,0144361,0115956,,
2023-01-07 08:50:54,Borrow books,M936,Book,0110089,0142001,,,,
2023-01-07 11:04:56,Borrow books,M878,Book,0127308,0132961,,,,
2023-01-07 11:03:53,Borrow books,M472,Book,0141087,0137241,0111630,,,
2023-01-07 15:12:51,Borrow books,M1026,Book,0135125,0131271,,,,
2023-01-07 11:59:28,Borrow books,M324,Book,0117644,,,,,
2023-01-07 12:39:23,Borrow books,M112,Book,0126588,,,,,
2023-01-07 08:41:40,Borrow books,M036,Book,0122200,012011,018614,0119428,,
2023-01-07 09:53:36,Borrow books,M517,Book,0111359,0112652,0118913,0124733,012093,
2023-01-07 16:39:45,Borrow books,M1004,Book,0116387,0136195,,,,
2023-01-07 08:00:40,Borrow books,M458,Book,0123848,,,,,
2023-01-07 08:07:55,Borrow books,M1039,Book,0114014,0113033,0129776,0119683,0114836,
2023-01-07 10:56:25,Borrow books,M118,Book,0144230,014926,,,,
2023-01-07 11:42:34,Borrow books,M012,Book,0118533,0119090,015352,0124565,,
2023-01-07 13:51:56,Borrow books,M1171,Book,0144513,,,,,
2023-01-07 11:37:49,Borrow books,M122,Book,0115438,012998,017956,,,
2023-01-07 13:21:46,Borrow books,M835,Book,0112395,,,,,
2023-01-07 14:22:50,Borrow books,M294,Book,0125248,013835,,,,
2023-01-07 10:55:10,Borrow books,M111,Book,0130262,,,,,
2023-01-07 14:15:55,Borrow books,M1102,Book,012140,0125406,011468,,,
2023-01-07 13:37:21,Borrow books,M575,Book,0114477,0127668,,,,
2023-01-07 12:17:07,Borrow books,M185,Book,0111278,012794,,,,
2023-01-07 14:03:58,Borrow books,M353,Book,0112648,011439,,,,
2023-01-07 14:04:27,Borrow books,M1093,Book,012557,0116113,013420,0130480,0124459,
2023-01-07 13:15:30,Borrow books,M1189,Book,0125589,0119808,0111297,0130585,,
2023-01-08 10:49:33,Borrow books,M496,Book,0140326,,,,,
2023-01-08 13:23:53,Borrow books,M742,Book,019592,0117645,,,,
2023-01-08 11:16:39,Borrow books,M964,Book,0128557,0124858,0116141,,,
2023-01-08 13:36:33,Borrow books,M386,Book,0118803,0117026,0130491,0136310,0128250,
2023-01-08 11:37:37,Borrow books,M674,Book,0123421,0143929,0111557,,,
2023-01-08 15:44:59,Borrow books,M693,Book,0122070,01418,,,,
2023-01-08 09:47:45,Borrow books,M362,Book,0132461,0117878,0110255,,,
2023-01-08 14:59:42,Borrow books,M749,Book,014936,,,,,
2023-01-08 13:12:33,Borrow books,M468,Book,0140492,0122027,0113413,,,
2023-01-08 11:41:48,Borrow books,M612,Book,0125153,0113746,0141698,01298,,
2023-01-08 08:53:44,Borrow books,M1149,Book,0133411,,,,,
2023-01-08 15:53:23,Borrow books,M995,Book,0144881,0121996,0134506,0110894,0124676,
2023-01-08 09:38:25,Extend books,M377,Book,017480,0132626,017592,0136644,,
2023-01-08 08:03:47,Extend books,M584,Book,0114663,,,,,
2023-01-09 16:09:14,Borrow books,M1146,Book,016245,0136572,0113146,0116580,,
2023-01-09 09:07:23,Borrow books,M869,Book,0139286,014077,,,,
2023-01-09 08:26:31,Borrow books,M614,Book,0140293,0122325,0120862,0144941,,
2023-01-09 08:26:52,Borrow books,M1021,Book,0141699,0115490,012725,,,
2023-01-09 16:51:39,Borrow books,M755,Book,0122289,0115937,,,,
2023-01-09 08:50:04,Borrow books,M598,Book,0111318,0123603,0128251,,,
2023-01-09 08:03:34,Borrow books,M957,Book,0143925,017983,013830,0125106,,
2023-01-09 09:29:37,Borrow books,M876,Book,016129,0128768,0131040,014370,,
2023-01-09 09:56:07,Borrow books,M369,Book,0113752,013695,,,,
2023-01-09 13:47:39,Borrow books,M503,Book,0110514,01213,0141712,,,
2023-01-09 10:17:49,Borrow books,M1145,Book,0144312,0131157,0110217,0123404,,
2023-01-09 10:27:50,Borrow books,M1190,Book,0140331,014681,0113425,014006,013686,
2023-01-09 13:24:52,Borrow books,M553,Book,0139690,013978,0110967,0144933,0121073,
2023-01-09 14:47:22,Borrow books,M141,Book,0112950,0116347,0127059,0138572,017182,
2023-01-09 12:04:12,Borrow books,M735,Book,014813,014658,,,,
2023-01-09 10:12:09,Borrow books,M499,Book,011957,0116004,0110324,016293,,
2023-01-09 09:16:42,Borrow books,M329,Book,0141371,0121543,0111781,,,
2023-01-09 09:24:10,Extend books,M997,Book,0119179,019903,0111466,0124180,019924,
2023-01-09 11:45:47,Extend books,M629,Book,0128278,018489,,,,
2023-01-10 13:52:05,Borrow books,M1019,Book,0142990,013290,0111390,019833,01619,
2023-01-10 09:03:33,Borrow books,M837,Book,015488,01935,0115901,,,
2023-01-10 15:00:31,Borrow books,M240,Book,0131628,015175,,,,
2023-01-10 16:14:41,Borrow books,M927,Book,0141820,0144184,0120867,,,
2023-01-10 15:58:43,Borrow books,M322,Book,0110090,0130606,0117216,014934,0135088,
2023-01-10 16:47:43,Borrow books,M664,Book,0123419,0115075,0140384,015261,0130969,
2023-01-10 16:03:23,Borrow books,M300,Book,018954,,,,,
2023-01-10 15:45:12,Borrow books,M420,Book,0129737,012595,0114289,0121324,0114940,
2023-01-10 09:53:13,Borrow books,M777,Book,0126654,0117650,0140174,0133978,0113823,
2023-01-10 16:07:13,Borrow books,M508,Book,016793,0116653,0131244,0127785,013751,
2023-01-10 10:51:00,Borrow books,M909,Book,0143051,011523,0129589,0127451,,
2023-01-10 13:54:53,Borrow books,M829,Book,012015,0130574,0131638,0132433,0115448,
2023-01-10 09:10:05,Borrow books,M1137,Book,0122913,,,,,
2023-01-10 12:30:56,Borrow books,M947,Book,0119510,011521,0127269,,,
2023-01-10 11:54:44,Borrow books,M262,Book,011005,014921,0124304,0126426,0144399,
2023-01-10 13:41:28,Borrow books,M971,Book,0135432,,,,,
2023-01-10 16:22:30,Borrow books,M397,Book,0129471,0132258,,,,
2023-01-10 11:10:05,Borrow books,M893,Book,016425,015213,016536,0123261,,
2023-01-10 12:13:24,Borrow books,M1188,Book,0135880,018253,,,,
2023-01-10 12:53:45,Borrow books,M1079,Book,0124297,014035,0125701,0139748,0144795,
2023-01-10 15:26:17,Borrow books,M880,Book,013684,0122072,0121783,,,
2023-01-10 12:50:44,Extend books,M522,Book,0112749,0128196,0117658,0122028,,
2023-01-10 14:41:07,Extend books,M209,Book,0121323,0112570,0141430,0116720,,
2023-01-11 09:00:54,Borrow books,M488,Book,0135458,0128211,0119399,018645,017035,
2023-01-11 11:56:03,Borrow books,M529,Book,0115018,0128769,0141691,014227,014987,
2023-01-11 15:02:02,Borrow books,M482,Book,0142519,01639,0115425,0140318,,
2023-01-11 09:08:37,Borrow books,M073,Book,0128979,018486,013068,0118862,0134420,
2023-01-11 16:14:48,Borrow books,M115,Book,0134897,,,,,
2023-01-11 12:59:40,Borrow books,M272,Book,0110503,,,,,
2023-01-11 11:44:36,Borrow books,M1121,Book,012151,,,,,
2023-01-11 09:45:02,Borrow books,M966,Book,0112427,0111580,0125923,0113688,,
2023-01-11 16:27:21,Borrow books,M926,Book,018768,,,,,
2023-01-11 11:23:03,Borrow books,M410,Book,0119564,0113063,,,,
2023-01-11 11:46:19,Borrow books,M132,Book,0113956,0116683,0128559,0140054,,
2023-01-11 16:32:49,Borrow books,M785,Book,013657,0137477,,,,
2023-01-11 12:35:10,Extend books,M299,Book,0131474,0122966,0128988,0115557,0128483,
2023-01-11 15:00:52,Extend books,M991,Book,0129932,0114045,0132254,013311,0139961,
2023-01-11 08:06:01,Return books,M996,Book,0115638,0116947,0125278,,,
2023-01-11 08:19:35,Borrow books,M996,Book,0114463,0135722,017697,,,
2023-01-12 13:37:23,Borrow books,M1043,Book,0118383,016526,0141952,0114072,0134251,
2023-01-12 08:53:00,Borrow books,M877,Book,0111473,,,,,
2023-01-12 13:10:05,Borrow books,M756,Book,0110529,0139392,0130206,,,
2023-01-12 09:12:25,Borrow books,M243,Book,0140379,,,,,
2023-01-12 15:12:36,Borrow books,M945,Book,0119512,0115170,0124094,0129498,01816,
2023-01-12 09:10:25,Borrow books,M661,Book,019551,0132139,018228,0118427,,
2023-01-12 13:21:19,Borrow books,M1049,Book,0139399,0135441,0134268,0144535,,
2023-01-12 10:22:36,Borrow books,M999,Book,0125510,013759,0113550,0131882,,
2023-01-12 10:16:13,Borrow books,M917,Book,0128012,0134298,016207,,,
2023-01-12 15:56:17,Borrow books,M114,Book,016628,,,,,
2023-01-12 10:23:21,Borrow books,M437,Book,01277,0112881,0114367,,,
2023-01-12 11:21:58,Borrow books,M1054,Book,0112016,0125344,015800,012056,0132994,
2023-01-12 12:30:37,Borrow books,M744,Book,016953,0143377,013120,,,
2023-01-12 13:57:58,Borrow books,M235,Book,014988,0112522,0113104,,,
2023-01-12 11:14:41,Borrow books,M867,Book,011633,0138570,,,,
2023-01-12 12:03:48,Borrow books,M116,Book,0133442,0122911,0130112,0114865,,
2023-01-12 10:43:30,Borrow books,M159,Book,0142376,0128351,0113254,,,
2023-01-12 08:25:42,Borrow books,M441,Book,0116640,0141998,,,,
2023-01-12 16:36:42,Extend books,M560,Book,0116114,0119534,,,,
2023-01-12 13:34:46,Extend books,M620,Book,017520,017140,0113994,,,
2023-01-12 16:13:36,Extend books,M359,Book,0131080,,,,,
2023-01-13 09:19:32,Borrow books,M394,Book,0120929,0118829,,,,
2023-01-13 08:23:08,Borrow books,M528,Book,0111106,,,,,
2023-01-13 14:22:00,Borrow books,M548,Book,013348,015691,0115384,0113440,0118630,
2023-01-13 08:56:25,Borrow books,M863,Book,0130160,016614,015348,0122127,,
2023-01-13 16:50:58,Borrow books,M960,Book,0132979,0120848,013631,,,
2023-01-13 09:56:16,Borrow books,M433,Book,0115194,,,,,
2023-01-13 09:39:23,Borrow books,M057,Book,0143630,0116131,0133026,014873,0140543,
2023-01-13 10:11:46,Borrow books,M686,Book,0123392,011068,0143878,0130518,,
2023-01-13 08:24:00,Borrow books,M266,Book,015309,,,,,
2023-01-13 14:31:49,Borrow books,M791,Book,0143059,0130382,0120671,01394,,
2023-01-13 08:02:43,Borrow books,M032,Book,0134385,,,,,
2023-01-13 13:26:07,Borrow books,M246,Book,0117208,015207,,,,
2023-01-13 11:53:25,Borrow books,M023,Book,014249,0116450,01251,,,
2023-01-13 08:35:55,Borrow books,M593,Book,0127306,0143545,0134321,0127783,0137954,
2023-01-13 16:15:36,Borrow books,M008,Book,0110969,,,,,
2023-01-13 12:50:49,Borrow books,M980,Book,0122835,0127582,,,,
2023-01-13 11:24:29,Borrow books,M625,Book,0144309,0140364,,,,
2023-01-13 13:35:04,Return books,M296,Book,0138056,0119439,0124945,0141649,,
2023-01-13 14:29:01,Borrow books,M296,Book,0138379,0141463,013047,0143177,0140304,
2023-01-14 08:57:19,Borrow books,M160,Book,018632,0128524,0113651,,,
2023-01-14 15:22:15,Borrow books,M028,Book,0137651,0117945,0136575,,,
2023-01-14 15:20:15,Borrow books,M368,Book,0138463,0113133,0124945,0127691,,
2023-01-14 09:43:45,Borrow books,M187,Book,0139101,019005,,,,
2023-01-14 11:23:55,Borrow books,M1008,Book,0132186,0111478,0113064,012343,,
2023-01-14 12:44:38,Borrow books,M572,Book,0137554,0119797,013445,0134504,0139623,
2023-01-14 08:59:12,Borrow books,M284,Book,0136216,0118392,0136333,0111625,,
2023-01-14 12:41:38,Borrow books,M1083,Book,0110061,012389,0117184,0122508,,
2023-01-14 13:18:37,Borrow books,M732,Book,0137624,015486,,,,
2023-01-14 11:28:17,Borrow books,M224,Book,0122311,013347,,,,
2023-01-14 16:00:53,Borrow books,M578,Book,0127023,,,,,
2023-01-14 09:49:06,Borrow books,M1193,Book,0122163,0121352,0123600,0145234,,
2023-01-14 13:28:45,Borrow books,M388,Book,0131856,,,,,
2023-01-14 09:26:25,Borrow books,M162,Book,012819,011934,,,,
2023-01-14 16:25:17,Borrow books,M412,Book,018148,,,,,
2023-01-14 15:51:21,Borrow books,M601,Book,0144255,,,,,
2023-01-14 13:13:04,Borrow books,M544,Book,0133175,0111245,0145296,,,
2023-01-14 15:35:09,Borrow books,M1090,Book,013444,0110639,0126097,0110612,,
2023-01-14 15:09:58,Borrow books,M403,Book,012952,0134055,0115004,0177,,
2023-01-14 16:35:03,Borrow books,M907,Book,0141315,0140070,016572,,,
2023-01-14 12:54:11,Borrow books,M591,Book,0137619,0119093,0114964,0129579,0128441,
2023-01-14 08:22:23,Borrow books,M309,Book,0145313,,,,,
2023-01-14 11:53:08,Borrow books,M052,Book,0117828,0110006,0126690,019423,,
2023-01-14 16:11:49,Borrow books,M231,Book,011709,,,,,
2023-01-14 14:27:12,Extend books,M998,Book,0143666,016230,0138643,017339,,
2023-01-14 10:47:33,Return books,M1110,Book,0127425,,,,,
2023-01-14 10:21:08,Return books,M040,Book,017551,0117780,0129639,012655,0136161,
2023-01-14 13:03:16,Return books,M298,Book,0125268,,,,,
2023-01-14 10:33:02,Extend books,M519,Book,018249,0140996,01292,0112049,0139149,
2023-01-14 11:05:38,Return books,M136,Book,0137861,01864,0134505,0119321,,
2023-01-14 12:55:29,Extend books,M517,Book,0111359,0112652,0118913,0124733,012093,
2023-01-14 12:55:10,Extend books,M749,Book,014936,,,,,
2023-01-14 15:26:24,Return books,M369,Book,0113752,013695,,,,
2023-01-14 12:37:48,Extend books,M553,Book,0139690,013978,0110967,0144933,0121073,
2023-01-14 11:24:35,Borrow books,M1110,Book,0138068,018974,0144039,018204,,
2023-01-14 10:26:38,Borrow books,M040,Book,0137773,0126780,0132110,0144162,0126919,
2023-01-15 13:32:17,Borrow books,M120,Book,0112513,0116307,011246,013580,0135519,
2023-01-15 12:30:02,Borrow books,M925,Book,0110412,0113931,013799,,,
2023-01-15 14:02:43,Borrow books,M337,Book,0140622,0130771,018630,,,
2023-01-15 10:59:08,Borrow books,M473,Book,0133928,,,,,
2023-01-15 09:58:05,Borrow books,M698,Book,0114705,0114358,0116425,015202,,
2023-01-15 13:25:30,Borrow books,M1067,Book,019491,0141735,0125190,018153,0131854,
2023-01-15 14:21:25,Borrow books,M283,Book,0139796,,,,,
2023-01-15 12:53:06,Borrow books,M1069,Book,0124965,,,,,
2023-01-15 08:31:38,Borrow books,M1016,Book,0124270,0143335,0118446,,,
2023-01-15 08:57:03,Borrow books,M308,Book,0115667,0133365,0135183,017599,,
2023-01-15 15:01:52,Borrow books,M001,Book,0122326,,,,,
2023-01-15 14:36:14,Borrow books,M430,Book,0142369,0145310,0111503,0138917,0133025,
2023-01-15 10:45:07,Borrow books,M163,Book,0128724,014947,0116091,0115445,0122362,
2023-01-15 08:52:58,Borrow books,M1132,Book,0127427,0119022,0142609,0131842,,
2023-01-15 12:15:14,Borrow books,M644,Book,0118525,016107,0136063,0127580,0114913,
2023-01-15 09:05:39,Borrow books,M054,Book,0131983,012285,012157,0133699,,
2023-01-15 12:20:18,Borrow books,M1081,Book,0143313,,,,,
2023-01-15 15:50:35,Extend books,M339,Book,0135210,0116597,0136573,0112537,,
2023-01-15 11:22:45,Return books,M038,Book,0119082,0142533,,,,
2023-01-15 15:46:26,Extend books,M046,Book,0116919,0142056,,,,
2023-01-15 10:41:36,Extend books,M612,Book,0125153,0113746,0141698,01298,,
2023-01-15 14:09:10,Return books,M584,Book,0114663,,,,,
2023-01-15 15:55:56,Return books,M300,Book,018954,,,,,
2023-01-15 10:12:26,Extend books,M522,Book,0112749,0128196,0117658,0122028,,
2023-01-15 11:42:20,Borrow books,M038,Book,0126506,,,,,
2023-01-15 14:59:46,Borrow books,M584,Book,0118194,,,,,
2023-01-15 16:00:17,Borrow books,M300,Book,0116384,0134600,,,,
2023-01-16 09:47:15,Borrow books,M205,Book,014925,0186,0131312,0127333,0116986,
2023-01-16 10:43:25,Borrow books,M1168,Book,0111574,,,,,
2023-01-16 13:20:30,Borrow books,M265,Book,0118202,017444,,,,
2023-01-16 12:19:59,Borrow books,M958,Book,015131,0122898,0126187,0129806,,
2023-01-16 12:29:29,Borrow books,M710,Book,0130365,,,,,
2023-01-16 14:44:25,Borrow books,M467,Book,0137491,0128370,0130561,0131910,,
2023-01-16 11:34:18,Borrow books,M1175,Book,0123453,0139357,012,0130348,,
2023-01-16 13:13:17,Borrow books,M1192,Book,0113,0113747,0126415,0113040,0140184,
2023-01-16 12:45:18,Borrow books,M037,Book,016976,0145018,0142156,0127126,,
2023-01-16 08:20:21,Return books,M154,Book,0110867,0121330,,,,
2023-01-16 10:25:42,Extend books,M1066,Book,018218,0125177,0138501,,,
2023-01-16 14:47:30,Return books,M1189,Book,0125589,0119808,0111297,0130585,,
2023-01-16 12:31:26,Return books,M377,Book,017480,0132626,017592,0136644,,
2023-01-16 11:23:13,Extend books,M529,Book,0115018,0128769,0141691,014227,014987,
2023-01-16 08:26:42,Extend books,M132,Book,0113956,0116683,0128559,0140054,,
2023-01-16 15:31:55,Borrow books,M1189,Book,0111541,0139747,,,,
2023-01-16 13:30:56,Borrow books,M377,Book,019632,0133293,0125047,,,
2023-01-17 09:46:53,Borrow books,M916,Book,0117098,0111552,0124149,01382,,
2023-01-17 14:20:36,Borrow books,M048,Book,0113657,0112070,0136665,01656,0133931,
2023-01-17 12:57:36,Borrow books,M310,Book,0140335,0114115,,,,
2023-01-17 14:23:39,Borrow books,M987,Book,012282,0143781,,,,
2023-01-17 16:33:09,Borrow books,M983,Book,0131345,0124929,0114004,0112578,0125855,
2023-01-17 11:09:40,Borrow books,M251,Book,0113211,0122225,0115858,,,
2023-01-17 11:14:24,Borrow books,M714,Book,019497,,,,,
2023-01-17 14:54:37,Borrow books,M973,Book,018540,0128134,019603,,,
2023-01-17 16:12:23,Borrow books,M062,Book,0110897,0131116,0142878,0124126,0120343,
2023-01-17 14:42:57,Borrow books,M147,Book,0132438,018822,013119,0126920,014989,
2023-01-17 09:52:31,Borrow books,M986,Book,0145630,0113954,0128730,0112947,,
2023-01-17 15:27:07,Borrow books,M1134,Book,0121062,,,,,
2023-01-17 15:17:32,Borrow books,M602,Book,0117319,0127523,,,,
2023-01-17 10:02:08,Borrow books,M525,Book,0144086,0111769,,,,
2023-01-17 11:23:24,Extend books,M526,Book,0124178,015743,,,,
2023-01-17 09:15:08,Extend books,M633,Book,0118765,0137195,0127550,0145205,0131894,
2023-01-17 16:04:15,Extend books,M1033,Book,0136072,0145530,0119818,0127323,,
2023-01-17 13:21:31,Extend books,M530,Book,0129135,0125032,01900,0144949,0132829,
2023-01-17 13:37:11,Extend books,M955,Book,0130122,0137186,,,,
2023-01-17 08:00:03,Return books,M386,Book,0118803,0117026,0130491,0136310,0128250,
2023-01-17 08:59:15,Extend books,M362,Book,0132461,0117878,0110255,,,
2023-01-17 15:42:53,Return books,M503,Book,0110514,01213,0141712,,,
2023-01-17 15:26:12,Extend books,M629,Book,0128278,018489,,,,
2023-01-17 12:09:21,Return books,M1049,Book,0139399,0135441,0134268,0144535,,
2023-01-17 08:07:42,Borrow books,M386,Book,0123912,0113228,0125790,,,
2023-01-17 16:01:13,Borrow books,M503,Book,0132576,0128282,016227,0119126,,
2023-01-17 12:31:09,Borrow books,M1049,Book,0113836,0143015,0110107,,,
2023-01-18 12:22:17,Borrow books,M702,Book,0130005,012267,0114570,,,
2023-01-18 09:52:52,Borrow books,M905,Book,015915,0122347,012971,01880,018648,
2023-01-18 13:26:45,Borrow books,M336,Book,0138524,014584,0125993,,,
2023-01-18 09:14:34,Borrow books,M773,Book,018574,0113939,0139106,019639,,
2023-01-18 08:34:02,Borrow books,M585,Book,01421,,,,,
2023-01-18 14:41:33,Borrow books,M1107,Book,0143547,014696,0123887,0136958,,
2023-01-18 13:03:10,Borrow books,M677,Book,0112615,0132121,0125516,0115669,,
2023-01-18 09:27:45,Borrow books,M019,Book,0122201,015157,0117215,017477,,
2023-01-18 12:37:09,Borrow books,M333,Book,013008,0129907,0110617,0123703,,
2023-01-18 12:38:22,Extend books,M1199,Book,0111752,01933,0134312,0145436,,
