0
MISSING UPDATE: Member M382 does not have an incurred different fine
MISSING UPDATE: Member M606 does not have an incurred different fine
MISSING UPDATE: Member M687 does not have an incurred different fine
MISSING UPDATE: Member M554 does not have an incurred different fine
MISSING UPDATE: Member M497 does not have an incurred different fine
MISSING UPDATE: Member M593 does not have an incurred different fine
MISSING UPDATE: Member M512 does not have an incurred different fine
MISSING UPDATE: Member M165 does not have an incurred different fine
MISSING UPDATE: Member M1126 does not have an incurred different fine
MISSING UPDATE: Member M1121 does not have an incurred different fine
MISSING UPDATE: Member M792 does not have an incurred different fine
MISSING UPDATE: Member M306 does not have an incurred different fine
MISSING UPDATE: Member M1077 does not have an incurred different fine
MISSING UPDATE: Member M286 does not have an incurred different fine
MISSING UPDATE: Member M449 does not have an incurred different fine
MISSING UPDATE: Member M511 does not have an incurred different fine
MISSING UPDATE: Member M206 does not have an incurred different fine
MISSING UPDATE: Member M1005 does not have an incurred different fine
MISSING UPDATE: Member M420 does not have an incurred different fine
MISSING UPDATE: Member M914 does not have an incurred different fine
MISSING UPDATE: Member M234 does not have an incurred different fine
MISSING UPDATE: Member M523 does not have an incurred different fine
"LIFETIME VIOLATION: Book 016838 is borrowed for the 12 time, violating lifetime constraints"
MISSING UPDATE: Member M661 does not have an incurred different fine
MISSING UPDATE: Member M128 does not have an incurred different fine
MISSING UPDATE: Member M1058 does not have an incurred different fine
MISSING UPDATE: Member M1037 does not have an incurred different fine
MISSING UPDATE: Member M1054 does not have an incurred different fine
MISSING UPDATE: Member M1058 does not have an incurred different fine
MISSING UPDATE: Member M388 does not have an incurred different fine
MISSING UPDATE: Member M566 does not have an incurred different fine
MISSING UPDATE: Member M662 does not have an incurred different fine
MISSING UPDATE: Member M1013 does not have an incurred different fine
MISSING UPDATE: Member M518 does not have an incurred different fine
MISSING UPDATE: Member M605 does not have an incurred different fine
MISSING UPDATE: Member M1077 does not have an incurred different fine
MISSING UPDATE: Member M1123 does not have an incurred different fine
MISSING UPDATE: Member M701 does not have an incurred different fine
MISSING UPDATE: Member M043 does not have an incurred different fine
MISSING UPDATE: Member M018 does not have an incurred different fine
MISSING UPDATE: Member M1025 does not have an incurred different fine
MISSING UPDATE: Member M556 does not have an incurred different fine
MISSING UPDATE: Member M014 does not have an incurred different fine
MISSING UPDATE: Member M682 does not have an incurred different fine
MISSING UPDATE: Member M1192 does not have an incurred different fine
MISSING UPDATE: Member M068 does not have an incurred different fine
MISSING UPDATE: Member M875 does not have an incurred different fine
MISSING UPDATE: Member M023 does not have an incurred different fine
MISSING UPDATE: Member M039 does not have an incurred different fine
MISSING UPDATE: Member M072 does not have an incurred different fine
MISSING UPDATE: Member M073 does not have an incurred different fine
MISSING UPDATE: Member M898 does not have an incurred different fine
MISSING UPDATE: Member M510 does not have an incurred different fine
MISSING UPDATE: Member M1065 does not have an incurred different fine
MISSING UPDATE: Member M1163 does not have an incurred different fine
MISSING UPDATE: Member M611 does not have an incurred different fine
MISSING UPDATE: Member M372 does not have an incurred different fine
MISSING UPDATE: Member M700 does not have an incurred different fine
MISSING UPDATE: Member M706 does not have an incurred different fine
MISSING UPDATE: Member M805 does not have an incurred different fine
MISSING UPDATE: Member M212 does not have an incurred different fine
MISSING UPDATE: Member M176 does not have an incurred different fine
MISSING UPDATE: Member M676 does not have an incurred different fine
MISSING UPDATE: Member M1060 does not have an incurred different fine
MISSING UPDATE: Member M611 does not have an incurred different fine
MISSING UPDATE: Member M175 does not have an incurred different fine
MISSING UPDATE: Member M047 does not have an incurred different fine
MISSING UPDATE: Member M599 does not have an incurred different fine
MISSING UPDATE: Member M043 does not have an incurred different fine
MISSING UPDATE: Member M217 does not have an incurred different fine
MISSING UPDATE: Member M805 does not have an incurred different fine
MISSING UPDATE: Member M818 does not have an incurred different fine
MISSING UPDATE: Member M914 does not have an incurred different fine
MISSING UPDATE: Member M492 does not have an incurred different fine
MISSING UPDATE: Member M460 does not have an incurred different fine
"LIFETIME VIOLATION: Book 0127578 is borrowed for the 11 time, violating lifetime constraints"
MISSING UPDATE: Member M891 does not have an incurred different fine
MISSING UPDATE: Member M002 does not have an incurred different fine
MISSING UPDATE: Member M936 does not have an incurred different fine
MISSING UPDATE: Member M781 does not have an incurred different fine
MISSING UPDATE: Member M676 does not have an incurred different fine
MISSING UPDATE: Member M693 does not have an incurred different fine
"LIFETIME VIOLATION: Book 0112914 is borrowed for the 11 time, violating lifetime constraints"
MISSING UPDATE: Member M998 does not have an incurred different fine
MISSING UPDATE: Member M260 does not have an incurred different fine
MISSING UPDATE: Member M004 does not have an incurred different fine
MISSING UPDATE: Member M252 does not have an incurred different fine
MISSING UPDATE: Member M216 does not have an incurred different fine
MISSING UPDATE: Member M1067 does not have an incurred different fine
MISSING UPDATE: Member M1084 does not have an incurred different fine
MISSING UPDATE: Member M1031 does not have an incurred different fine
MISSING UPDATE: Member M1166 does not have an incurred different fine
MISSING UPDATE: Member M1101 does not have an incurred different fine
MISSING UPDATE: Member M589 does not have an incurred different fine
MISSING UPDATE: Member M687 does not have an incurred different fine
MISSING UPDATE: Member M402 does not have an incurred different fine
MISSING UPDATE: Member M017 does not have an incurred different fine
MISSING UPDATE: Member M068 does not have an incurred different fine
MISSING UPDATE: Member M224 does not have an incurred different fine
MISSING UPDATE: Member M338 does not have an incurred different fine
MISSING UPDATE: Member M849 does not have an incurred different fine
MISSING UPDATE: Member M625 does not have an incurred different fine
MISSING UPDATE: Member M571 does not have an incurred different fine
MISSING UPDATE: Member M787 does not have an incurred different fine
MISSING UPDATE: Member M074 does not have an incurred different fine
MISSING UPDATE: Member M248 does not have an incurred different fine
MISSING UPDATE: Member M106 does not have an incurred different fine
MISSING UPDATE: Member M710 does not have an incurred different fine
MISSING UPDATE: Member M274 does not have an incurred different fine
MISSING UPDATE: Member M096 does not have an incurred different fine
MISSING UPDATE: Member M621 does not have an incurred different fine
MISSING UPDATE: Member M980 does not have an incurred different fine
MISSING UPDATE: Member M745 does not have an incurred different fine
"LIFETIME VIOLATION: Book 0131548 is borrowed for the 11 time, violating lifetime constraints"
MISSING UPDATE: Member M319 does not have an incurred different fine
MISSING UPDATE: Member M187 does not have an incurred different fine
MISSING UPDATE: Member M648 does not have an incurred different fine
MISSING UPDATE: Member M360 does not have an incurred different fine
"LIFETIME VIOLATION: Book 012821 is borrowed for the 11 time, violating lifetime constraints"
MISSING UPDATE: Member M1125 does not have an incurred different fine
MISSING UPDATE: Member M695 does not have an incurred different fine
MISSING UPDATE: Member M779 does not have an incurred different fine
MISSING UPDATE: Member M695 does not have an incurred different fine
MISSING UPDATE: Member M359 does not have an incurred different fine
MISSING UPDATE: Member M1173 does not have an incurred different fine
MISSING UPDATE: Member M077 does not have an incurred different fine
MISSING UPDATE: Member M809 does not have an incurred different fine
MISSING UPDATE: Member M705 does not have an incurred different fine
MISSING UPDATE: Member M293 does not have an incurred different fine
MISSING UPDATE: Member M303 does not have an incurred different fine
MISSING UPDATE: Member M909 does not have an incurred different fine
MISSING UPDATE: Member M858 does not have an incurred different fine
MISSING UPDATE: Member M1192 does not have an incurred different fine
MISSING UPDATE: Member M1060 does not have an incurred different fine
MISSING UPDATE: Member M735 does not have an incurred different fine
MISSING UPDATE: Member M389 does not have an incurred different fine
MISSING UPDATE: Member M1064 does not have an incurred different fine
MISSING UPDATE: Member M1095 does not have an incurred different fine
MISSING UPDATE: Member M1031 does not have an incurred different fine
MISSING UPDATE: Member M942 does not have an incurred different fine
MISSING UPDATE: Member M1030 does not have an incurred different fine
MISSING UPDATE: Member M990 does not have an incurred different fine
MISSING UPDATE: Member M334 does not have an incurred different fine
MISSING UPDATE: Member M1031 does not have an incurred different fine
"LIFETIME VIOLATION: Book 0141996 is borrowed for the 11 time, violating lifetime constraints"
MISSING UPDATE: Member M736 does not have an incurred different fine
MISSING UPDATE: Member M775 does not have an incurred different fine
"LIFETIME VIOLATION: Book 014803 is borrowed for the 11 time, violating lifetime constraints"
"LIFETIME VIOLATION: Book 0131548 is borrowed for the 12 time, violating lifetime constraints"
MISSING UPDATE: Member M1138 does not have an incurred different fine
MISSING UPDATE: Member M542 does not have an incurred different fine
"LIFETIME VIOLATION: Book 0122325 is borrowed for the 11 time, violating lifetime constraints"
MISSING UPDATE: Member M847 does not have an incurred different fine
MISSING UPDATE: Member M1113 does not have an incurred different fine
"LIFETIME VIOLATION: Book 0126522 is borrowed for the 11 time, violating lifetime constraints"
MISSING UPDATE: Member M1052 does not have an incurred different fine
